DateTime,temp1,temp2
2015-03-24 07:54:00,16.89,-12.77
2015-03-24 07:55:00,17.38,-12.758333333333333
2015-03-24 07:56:00,17.38,-12.746666666666666
2015-03-24 07:57:00,16.89,-12.735
2015-03-24 07:58:00,16.89,-12.723333333333333
2015-03-24 07:59:00,16.89,-12.711666666666666
2015-03-24 08:00:00,16.89,-12.7
2015-03-24 08:01:00,16.89,-12.694999999999999
2015-03-24 08:02:00,16.89,-12.69
2015-03-24 08:03:00,17.38,-12.684999999999999
2015-03-24 08:04:00,16.89,-12.68
2015-03-24 08:05:00,16.89,-12.674999999999999
2015-03-24 08:06:00,17.38,-12.67
2015-03-24 08:07:00,17.38,-12.665
2015-03-24 08:08:00,17.38,-12.66
2015-03-24 08:09:00,16.89,-12.655
2015-03-24 08:10:00,17.38,-12.649999999999999
2015-03-24 08:11:00,17.38,-12.645
2015-03-24 08:12:00,17.38,-12.639999999999999
2015-03-24 08:13:00,17.38,-12.635
2015-03-24 08:14:00,17.38,-12.629999999999999
2015-03-24 08:15:00,17.38,-12.625
2015-03-24 08:16:00,17.38,-12.62
2015-03-24 08:17:00,17.38,-12.615
2015-03-24 08:18:00,16.89,-12.61
2015-03-24 08:19:00,17.38,-12.605
2015-03-24 08:20:00,17.38,-12.6
2015-03-24 08:21:00,17.38,-12.594999999999999
2015-03-24 08:22:00,17.38,-12.59
2015-03-24 08:23:00,16.89,-12.584999999999999
2015-03-24 08:24:00,16.89,-12.58
2015-03-24 08:25:00,16.89,-12.575
2015-03-24 08:26:00,16.89,-12.57
2015-03-24 08:27:00,16.89,-12.565
2015-03-24 08:28:00,16.89,-12.56
2015-03-24 08:29:00,16.89,-12.555
2015-03-24 08:30:00,17.38,-12.55
2015-03-24 08:31:00,17.38,-12.545
2015-03-24 08:32:00,16.89,-12.54
2015-03-24 08:33:00,17.38,-12.535
2015-03-24 08:34:00,17.38,-12.53
2015-03-24 08:35:00,17.38,-12.525
2015-03-24 08:36:00,17.38,-12.52
2015-03-24 08:37:00,17.38,-12.515
2015-03-24 08:38:00,17.38,-12.51
2015-03-24 08:39:00,17.38,-12.505
2015-03-24 08:40:00,17.38,-12.5
2015-03-24 08:41:00,17.38,-12.495
2015-03-24 08:42:00,17.38,-12.49
2015-03-24 08:43:00,17.38,-12.485
2015-03-24 08:44:00,16.89,-12.48
2015-03-24 08:45:00,16.89,-12.475
2015-03-24 08:46:00,16.89,-12.47
2015-03-24 08:47:00,16.89,-12.465
2015-03-24 08:48:00,16.89,-12.46
2015-03-24 08:49:00,16.89,-12.455
2015-03-24 08:50:00,16.89,-12.450000000000001
2015-03-24 08:51:00,16.89,-12.445
2015-03-24 08:52:00,16.89,-12.44
2015-03-24 08:53:00,16.89,-12.435
2015-03-24 08:54:00,16.89,-12.43
2015-03-24 08:55:00,17.38,-12.425
2015-03-24 08:56:00,16.89,-12.42
2015-03-24 08:57:00,17.38,-12.415000000000001
2015-03-24 08:58:00,16.89,-12.41
2015-03-24 08:59:00,17.38,-12.405000000000001
2015-03-24 09:00:00,17.38,-12.4
2015-03-24 09:01:00,17.38,-12.405000000000001
2015-03-24 09:02:00,17.38,-12.41
2015-03-24 09:03:00,17.38,-12.415000000000001
2015-03-24 09:04:00,17.38,-12.42
2015-03-24 09:05:00,17.38,-12.425
2015-03-24 09:06:00,17.38,-12.43
2015-03-24 09:07:00,17.38,-12.435
2015-03-24 09:08:00,17.38,-12.44
2015-03-24 09:09:00,16.89,-12.445
2015-03-24 09:10:00,16.89,-12.45
2015-03-24 09:11:00,16.89,-12.455
2015-03-24 09:12:00,16.89,-12.46
2015-03-24 09:13:00,16.89,-12.465
2015-03-24 09:14:00,16.89,-12.47
2015-03-24 09:15:00,16.89,-12.475
2015-03-24 09:16:00,16.89,-12.48
2015-03-24 09:17:00,16.89,-12.485
2015-03-24 09:18:00,16.89,-12.49
2015-03-24 09:19:00,17.38,-12.495
2015-03-24 09:20:00,16.89,-12.5
2015-03-24 09:21:00,17.38,-12.505
2015-03-24 09:22:00,17.38,-12.51
2015-03-24 09:23:00,17.87,-12.515
2015-03-24 09:24:00,17.38,-12.52
2015-03-24 09:25:00,17.38,-12.525
2015-03-24 09:26:00,17.38,-12.53
2015-03-24 09:27:00,17.38,-12.535
